seed,nvar,model,r2_train_cdf,r2_validation_cdf,r2_test_cdf,r2_train_max,r2_validation_max,r2_test_max,rmse_train_cdf,rmse_validation_cdf,rmse_test_cdf,rmse_train_max,rmse_validation_max,rmse_test_max,top_5_features_cdf,top_5_features_max
15012025,30,random_forest,0.4518497326323181,0.2773854646244398,0.13225709974238042,0.5692408793864725,0.3996558364641236,0.3421760116804834,1.3373963830310858,1.2316362296900958,1.7171605958242593,5.446851750422661,5.794075703105108,6.683158486872894,"Index(['10m_u_component_of_wind_max_PCA_1', 'surface_pressure_mean_PCA_1',
       'geopotential_500_mean_PCA_2', 'geopotential_500_min_PCA_2',
       'geopotential_1000_max_PCA_2'],
      dtype='object')","Index(['surface_pressure_mean_PCA_1', 'surface_pressure_mean_PCA_2',
       'mean_surface_sensible_heat_flux_std_PCA_2', '2m_temperature_std_PCA_2',
       'surface_pressure_std_PCA_4'],
      dtype='object')"
15012025,30,xgboost,0.8406483269904875,0.008198080483835635,-0.1620119099463746,0.7311317744968517,0.33308434745185844,0.2582432868860888,0.7210886219669901,1.4429177677695093,1.9871043276988742,4.303264637148179,6.106881234977028,7.096719660496308,"Index(['mean_sea_level_pressure_mean_PCA_1', 'surface_pressure_mean_PCA_1',
       'surface_latent_heat_flux_min_PCA_3', 'surface_pressure_std_PCA_3',
       'surface_pressure_std_PCA_4'],
      dtype='object')","Index(['surface_pressure_mean_PCA_1', '10m_v_component_of_wind_max_PCA_1',
       'surface_pressure_min_PCA_2', 'surface_pressure_min_PCA_4',
       'surface_pressure_std_PCA_4'],
      dtype='object')"
15012025,40,random_forest,0.4582109205826278,0.27243180875459716,0.11029351793809272,0.5728855358719622,0.39585471631587277,0.3337973676567253,1.329613612197777,1.2358505662291135,1.7387564613374114,5.423759872645534,5.812389553376208,6.72558520746884,"Index(['10m_u_component_of_wind_max_PCA_1', 'surface_pressure_mean_PCA_1',
       'mean_surface_sensible_heat_flux_std_PCA_2',
       'mean_top_net_long_wave_radiation_flux_std_PCA_2',
       'total_precipitation_mean_PCA_2'],
      dtype='object')","Index(['surface_latent_heat_flux_min_PCA_1', 'surface_pressure_min_PCA_4',
       'surface_pressure_std_PCA_2', 'total_precipitation_mean_PCA_2',
       'geopotential_500_std_PCA_2'],
      dtype='object')"
15012025,40,xgboost,0.6188122306751371,0.11006376812745455,-0.004140630972423454,0.7178457536028261,0.3292728176640676,0.27067525975534834,1.1152694551336026,1.3668112768099114,1.8471945976696362,4.408304745147071,6.12430727455883,7.036997229141058,"Index(['mean_surface_sensible_heat_flux_std_PCA_2',
       'surface_pressure_min_PCA_4', 'surface_pressure_std_PCA_4',
       'total_precipitation_mean_PCA_1', 'k_index_max_PCA_2'],
      dtype='object')","Index(['surface_pressure_min_PCA_2', 'surface_pressure_min_PCA_4',
       'surface_pressure_std_PCA_4', 'total_precipitation_mean_PCA_1',
       'mean_total_precipitation_rate_mean_PCA_1'],
      dtype='object')"
2019,20,random_forest,0.44593627199267816,-0.3046528220051048,0.08844165804095194,0.5816929297819351,0.08896882272391449,0.3257738747518871,1.3389928593417695,1.7213490723051876,1.759979520999626,5.382307256073045,6.862278911884227,6.765964198132314,"Index(['surface_pressure_mean_PCA_2',
       'mean_surface_latent_heat_flux_std_PCA_2',
       'surface_latent_heat_flux_std_PCA_2',
       '10m_v_component_of_wind_max_PCA_2',
       '2m_dewpoint_temperature_std_PCA_2'],
      dtype='object')","Index(['surface_pressure_mean_PCA_1', 'surface_pressure_mean_PCA_2',
       '10m_v_component_of_wind_max_PCA_1',
       '10m_v_component_of_wind_max_PCA_2', 'geopotential_500_max_PCA_1'],
      dtype='object')"
2019,20,xgboost,0.5771248673868581,-0.18286281439369234,0.08963572421356214,0.6665012030203776,0.10625521539069371,0.26491414005458713,1.1697807614763518,1.6390366332758977,1.7588264293250595,4.805825745731766,6.796862841284854,7.064736064078471,"Index(['10m_u_component_of_wind_max_PCA_1',
       'mean_sea_level_pressure_mean_PCA_1', 'surface_pressure_mean_PCA_1',
       '10m_v_component_of_wind_max_PCA_1',
       '10m_v_component_of_wind_max_PCA_2'],
      dtype='object')","Index(['mean_sea_level_pressure_mean_PCA_1', 'surface_pressure_mean_PCA_1',
       '10m_v_component_of_wind_max_PCA_1',
       '10m_v_component_of_wind_max_PCA_2',
       '2m_dewpoint_temperature_std_PCA_1'],
      dtype='object')"
2019,30,random_forest,0.4810171502505658,-0.12781208076705908,0.16267214997313317,0.7547258092936101,0.059813777072958874,0.32652907849885926,1.2959101884047142,1.600441638973491,1.6867982730116837,4.121419386076937,6.971218374387839,6.762173842812941,"Index(['10m_v_component_of_wind_max_PCA_2',
       'mean_sea_level_pressure_max_PCA_1', 'geopotential_1000_std_PCA_1',
       '2m_temperature_std_PCA_1', '10m_v_component_of_wind_min_PCA_3'],
      dtype='object')","Index(['10m_u_component_of_wind_max_PCA_1', 'surface_pressure_mean_PCA_2',
       '10m_v_component_of_wind_max_PCA_2',
       '2m_dewpoint_temperature_std_PCA_1', 'surface_pressure_std_PCA_4'],
      dtype='object')"
2019,30,xgboost,0.7264906806282352,-0.35145960740967297,0.1190049692637628,0.7109481844556463,0.017404254456475976,0.307290769762112,0.9407721783860965,1.751955237786762,1.7302231118859943,4.474131399658424,7.126711618976895,6.858077590618178,"Index(['10m_v_component_of_wind_max_PCA_2',
       'surface_latent_heat_flux_mean_PCA_2', '2m_temperature_std_PCA_1',
       '10m_v_component_of_wind_min_PCA_3', 'surface_pressure_std_PCA_4'],
      dtype='object')","Index(['mean_sea_level_pressure_mean_PCA_1',
       '10m_v_component_of_wind_max_PCA_2',
       '2m_dewpoint_temperature_std_PCA_1', '2m_temperature_std_PCA_1',
       'surface_pressure_min_PCA_2'],
      dtype='object')"
2019,40,random_forest,0.47600847986021544,-0.15347348668902705,0.15793610686077542,0.5891417263741527,0.13343302632426857,0.33312034333358365,1.3021485463448552,1.6185468654797792,1.6915619296886157,5.334170611791018,6.692722411047401,6.729001756955396,"Index(['10m_v_component_of_wind_max_PCA_2', '2m_temperature_std_PCA_1',
       'mean_top_net_long_wave_radiation_flux_std_PCA_1',
       'mean_top_net_long_wave_radiation_flux_std_PCA_2',
       '2m_temperature_max_PCA_1'],
      dtype='object')","Index(['10m_v_component_of_wind_max_PCA_2',
       '10m_u_component_of_wind_min_PCA_1', '2m_temperature_std_PCA_1',
       'surface_pressure_min_PCA_2',
       'mean_top_net_long_wave_radiation_flux_max_PCA_2'],
      dtype='object')"
2019,40,xgboost,0.8338161921493111,-0.2977008352910613,0.1611446897432316,0.6995850561615544,0.09659924088308225,0.32081815982385065,0.7333186901660982,1.716756747093234,1.6883361075184575,4.561226617959159,6.833480687847208,6.790784358834547,"Index(['2m_temperature_std_PCA_1', '10m_v_component_of_wind_min_PCA_3',
       'surface_pressure_std_PCA_4', 'total_precipitation_mean_PCA_1',
       'mean_total_precipitation_rate_mean_PCA_1'],
      dtype='object')","Index(['10m_v_component_of_wind_max_PCA_2',
       '2m_dewpoint_temperature_std_PCA_1', '2m_temperature_std_PCA_1',
       'surface_pressure_min_PCA_2', '10m_v_component_of_wind_std_PCA_1'],
      dtype='object')"
111194,20,random_forest,0.4556032211514811,0.035148682934072584,0.11885809771308342,0.8564368039464326,0.33725794441646395,0.3359614657262827,1.3013364926657944,1.7993889083218892,1.730367329476508,3.0922617663239595,7.004072996016242,6.714652598906543,"Index(['10m_u_component_of_wind_max_PCA_1', 'geopotential_1000_min_PCA_2',
       'geopotential_500_mean_PCA_2', '10m_v_component_of_wind_max_PCA_2',
       'geopotential_1000_std_PCA_1'],
      dtype='object')","Index(['10m_u_component_of_wind_max_PCA_1',
       '10m_u_component_of_wind_std_PCA_2', 'surface_pressure_mean_PCA_2',
       'mean_sea_level_pressure_max_PCA_2',
       'surface_latent_heat_flux_mean_PCA_1'],
      dtype='object')"
111194,20,xgboost,0.6901557125562405,-0.17578360298880757,-0.20096899212378405,0.6924650809407109,0.30200535043325083,0.27202075631738987,0.9817560403235365,1.9863626559492793,2.020139110377154,4.525868268508265,7.187940031833057,7.030503121665543,"Index(['mean_surface_latent_heat_flux_std_PCA_3',
       '10m_v_component_of_wind_max_PCA_2',
       'surface_latent_heat_flux_min_PCA_1', 'surface_pressure_max_PCA_2',
       'geopotential_1000_std_PCA_2'],
      dtype='object')","Index(['geopotential_1000_min_PCA_2', '10m_v_component_of_wind_max_PCA_1',
       '10m_v_component_of_wind_max_PCA_2',
       'surface_latent_heat_flux_min_PCA_1',
       'mean_sea_level_pressure_max_PCA_2'],
      dtype='object')"
111194,30,random_forest,0.4724900134501858,0.08635797042492721,0.1105945760486926,0.5753699443865758,0.354353254422789,0.3452097994174663,1.2809942435862571,1.7509868198050453,1.7384622569926933,5.318143563195557,6.913148429234617,6.667729804320905,"Index(['10m_u_component_of_wind_max_PCA_1', 'geopotential_1000_min_PCA_2',
       'geopotential_500_mean_PCA_2', '10m_v_component_of_wind_max_PCA_2',
       'geopotential_1000_std_PCA_1'],
      dtype='object')","Index(['10m_u_component_of_wind_max_PCA_1',
       '10m_v_component_of_wind_max_PCA_2',
       'surface_latent_heat_flux_min_PCA_1',
       'mean_surface_latent_heat_flux_min_PCA_1',
       'mean_surface_sensible_heat_flux_std_PCA_1'],
      dtype='object')"
111194,30,xgboost,0.9921536790300999,-0.2396200967964235,-0.34545621391906556,0.976980254349658,0.2156747310537428,0.22962893051811728,0.15623015734030926,2.0395724937186217,2.13820905272915,1.2382403497657855,7.619500500822134,7.232307607991522,"Index(['10m_v_component_of_wind_max_PCA_1',
       'surface_latent_heat_flux_min_PCA_3',
       'mean_sea_level_pressure_max_PCA_2', 'geopotential_1000_std_PCA_2',
       'surface_pressure_std_PCA_1'],
      dtype='object')","Index(['mean_sea_level_pressure_mean_PCA_1',
       '10m_v_component_of_wind_max_PCA_2',
       'surface_latent_heat_flux_min_PCA_3', 'surface_pressure_min_PCA_2',
       'surface_pressure_std_PCA_1'],
      dtype='object')"
111194,40,random_forest,0.6644920525051142,0.10795619735483886,0.18184966559763638,0.5718074655229678,0.3690663377789887,0.35694780963618566,1.0216055445360623,1.7301666332670809,1.6673698173163072,5.340405533011639,6.833925623334543,6.607695448417945,"Index(['10m_u_component_of_wind_max_PCA_1',
       '10m_u_component_of_wind_std_PCA_2', 'geopotential_1000_min_PCA_2',
       '10m_v_component_of_wind_max_PCA_1',
       'surface_latent_heat_flux_min_PCA_3'],
      dtype='object')","Index(['10m_v_component_of_wind_max_PCA_2',
       'surface_latent_heat_flux_min_PCA_1',
       'mean_surface_latent_heat_flux_min_PCA_1', 'surface_pressure_max_PCA_1',
       'surface_pressure_min_PCA_2'],
      dtype='object')"
111194,40,xgboost,0.6738222022730569,-0.03894463807124082,0.007362841004339926,0.7458201660068644,0.26989042513946315,0.32133854202975365,1.0073004623392248,1.8672008874801846,1.8365833548279018,4.1145774110943565,7.351440056625591,6.7881823454370664,"Index(['mean_surface_latent_heat_flux_std_PCA_3',
       'surface_latent_heat_flux_std_PCA_3',
       '10m_v_component_of_wind_max_PCA_2',
       'surface_latent_heat_flux_min_PCA_1', 'surface_pressure_std_PCA_4'],
      dtype='object')","Index(['10m_v_component_of_wind_max_PCA_1',
       '10m_v_component_of_wind_max_PCA_2', '2m_temperature_std_PCA_1',
       'surface_pressure_min_PCA_2', '2m_dewpoint_temperature_max_PCA_1'],
      dtype='object')"
19052024,20,random_forest,0.4295510251005439,0.26863034188597257,0.1750688339487878,0.565054282730094,0.4161088696647174,0.3394081431229886,1.3046035090235335,1.795953431871383,1.6742651419132062,5.345569251349326,6.9373297795902555,6.697203799284078,"Index(['mean_sea_level_pressure_min_PCA_1',
       'mean_sea_level_pressure_mean_PCA_1', 'surface_pressure_mean_PCA_1',
       '10m_v_component_of_wind_max_PCA_2',
       'surface_latent_heat_flux_mean_PCA_2'],
      dtype='object')","Index(['mean_sea_level_pressure_min_PCA_1',
       '10m_u_component_of_wind_std_PCA_2', 'surface_pressure_max_PCA_1',
       'geopotential_1000_std_PCA_1', 'surface_latent_heat_flux_mean_PCA_1'],
      dtype='object')"
19052024,20,xgboost,0.6210974131868827,0.20685082115487718,0.08746617299402548,0.6883245117992527,0.4007993709598725,0.28589365916283516,1.0632464110277913,1.8702688534317695,1.7609209717898962,4.52509555952999,7.027688953064996,6.963191700444163,"Index(['mean_sea_level_pressure_mean_PCA_1', 'surface_pressure_mean_PCA_1',
       'mean_surface_latent_heat_flux_std_PCA_2',
       'surface_latent_heat_flux_std_PCA_2',
       '10m_v_component_of_wind_max_PCA_2'],
      dtype='object')","Index(['mean_sea_level_pressure_min_PCA_1',
       'mean_sea_level_pressure_mean_PCA_1', 'surface_pressure_mean_PCA_1',
       '10m_v_component_of_wind_max_PCA_2',
       '2m_dewpoint_temperature_std_PCA_1'],
      dtype='object')"
19052024,30,random_forest,0.466754295437502,0.23640120534036646,0.1663677462936729,0.6660788665116187,0.3121292363242283,0.37930419737965637,1.261344806000377,1.835097818783722,1.683071764367892,4.683800446763026,7.529737333226796,6.491817634253866,"Index(['10m_v_component_of_wind_max_PCA_2',
       'mean_sea_level_pressure_max_PCA_1', 'surface_pressure_max_PCA_1',
       'geopotential_1000_std_PCA_1', '10m_v_component_of_wind_min_PCA_3'],
      dtype='object')","Index(['mean_sea_level_pressure_min_PCA_1', 'surface_pressure_mean_PCA_1',
       '10m_v_component_of_wind_max_PCA_2',
       '10m_v_component_of_wind_min_PCA_3', 'surface_pressure_std_PCA_4'],
      dtype='object')"
19052024,30,xgboost,0.6132567161477642,0.18846681657803677,0.16139054554848942,0.6318173169401629,0.34088362659212457,0.32777365209077514,1.0741910524328444,1.891819698738533,1.6880886764975238,4.918221792709972,7.37067820982758,6.755922708192817,"Index(['mean_sea_level_pressure_mean_PCA_1', 'surface_pressure_mean_PCA_1',
       'geopotential_500_min_PCA_2', '10m_v_component_of_wind_min_PCA_3',
       'surface_pressure_std_PCA_4'],
      dtype='object')","Index(['mean_sea_level_pressure_min_PCA_1',
       '10m_v_component_of_wind_max_PCA_2', 'surface_pressure_min_PCA_2',
       'mean_surface_sensible_heat_flux_min_PCA_1',
       '10m_v_component_of_wind_min_PCA_3'],
      dtype='object')"
19052024,40,random_forest,0.44846814935290213,0.3076854756800843,0.0679885829039022,0.5810310345815046,0.31503640981776615,0.34087731137012967,1.2827896262242806,1.747343639223462,1.7796147463423782,5.24647198177219,7.51380888282203,6.689752302673896,"Index(['mean_sea_level_pressure_min_PCA_1',
       '10m_v_component_of_wind_max_PCA_2',
       '2m_dewpoint_temperature_std_PCA_1',
       '10m_v_component_of_wind_min_PCA_3', 'surface_pressure_std_PCA_3'],
      dtype='object')","Index(['mean_sea_level_pressure_min_PCA_1',
       '10m_u_component_of_wind_std_PCA_2', 'surface_pressure_max_PCA_1',
       '2m_dewpoint_temperature_std_PCA_3',
       '10m_v_component_of_wind_min_PCA_3'],
      dtype='object')"
19052024,40,xgboost,0.6449608493512284,0.21559856586865866,0.15752230002237444,0.6342688482042336,0.3524234455306041,0.3374988552363475,1.0292201098583347,1.8599265393399393,1.6919775121194274,4.901820543126991,7.305870322869513,6.706875174957836,"Index(['mean_sea_level_pressure_min_PCA_1',
       'mean_surface_sensible_heat_flux_std_PCA_2',
       'mean_surface_sensible_heat_flux_min_PCA_1',
       '10m_v_component_of_wind_min_PCA_3',
       'mean_surface_sensible_heat_flux_max_PCA_3'],
      dtype='object')","Index(['10m_v_component_of_wind_max_PCA_2', 'geopotential_500_min_PCA_2',
       'surface_pressure_min_PCA_2',
       'mean_surface_sensible_heat_flux_min_PCA_1',
       '10m_v_component_of_wind_min_PCA_3'],
      dtype='object')"
