,Latitude,Longitude,cluster,cluster_n
4683,50.5,10.75,1,1
4684,50.5,11.0,1,1
4685,50.5,11.25,1,1
4686,50.5,11.5,1,1
4687,50.5,11.75,1,1
4688,50.5,12.0,1,1
4689,50.5,12.25,1,1
4690,50.5,12.5,1,1
4691,50.5,12.75,1,1
4692,50.5,13.0,1,1
4693,50.5,13.25,1,1
4694,50.5,13.5,1,1
4695,50.5,13.75,1,1
4696,50.5,14.0,1,1
4697,50.5,14.25,0,1
4698,50.5,14.5,0,0
4699,50.5,14.75,0,0
4700,50.5,15.0,0,0
4701,50.5,15.25,0,0
4702,50.5,15.5,1,0
4703,50.5,15.75,1,1
4704,50.5,16.0,1,1
4705,50.5,16.25,1,1
4706,50.5,16.5,1,1
4707,50.5,16.75,1,1
4708,50.5,17.0,4,4
4709,50.5,17.25,0,4
4710,50.5,17.5,4,4
4711,50.5,17.75,4,4
4712,50.5,18.0,4,4
4713,50.5,18.25,4,4
4714,50.5,18.5,4,4
4715,50.5,18.75,4,4
4716,50.5,19.0,4,4
4717,50.5,19.25,4,4
4718,50.5,19.5,4,4
4719,50.5,19.75,4,4
4720,50.5,20.0,4,4
4721,50.5,20.25,4,4
4722,50.5,20.5,4,4
4723,50.5,20.75,4,4
4724,50.5,21.0,4,4
4725,50.5,21.25,4,4
4726,50.5,21.5,4,4
4727,50.5,21.75,4,4
4728,50.5,22.0,4,4
4729,50.5,22.25,4,4
4730,50.5,22.5,4,4
4731,50.5,22.75,4,4
4732,50.5,23.0,4,4
4733,50.5,23.25,4,4
4734,50.5,23.5,4,4
4735,50.5,23.75,4,4
4736,50.5,24.0,4,4
4737,50.25,-5.25,6,6
4738,50.25,-5.0,6,6
4739,50.25,-3.75,6,6
4740,50.25,1.75,3,3
4741,50.25,2.0,3,3
4742,50.25,2.25,3,3
4743,50.25,2.5,3,3
4744,50.25,2.75,3,3
4745,50.25,3.0,3,3
4746,50.25,3.25,3,3
4747,50.25,3.5,3,3
4748,50.25,3.75,3,3
4749,50.25,4.0,3,3
4750,50.25,4.25,3,3
4751,50.25,4.5,3,3
4752,50.25,4.75,3,3
4753,50.25,5.0,3,3
4754,50.25,5.25,3,3
4755,50.25,5.5,3,3
4756,50.25,5.75,1,3
4757,50.25,6.0,1,3
4758,50.25,6.25,1,3
4759,50.25,6.5,1,1
4760,50.25,6.75,1,1
4761,50.25,7.0,1,1
4762,50.25,7.25,1,1
4763,50.25,7.5,1,1
4764,50.25,7.75,1,1
4765,50.25,8.0,1,1
4766,50.25,8.25,3,1
4767,50.25,8.5,1,1
4768,50.25,8.75,0,0
4769,50.25,9.0,0,1
4770,50.25,9.25,1,1
4771,50.25,9.5,1,1
4772,50.25,9.75,1,1
4773,50.25,10.0,1,1
4774,50.25,10.25,1,1
4775,50.25,10.5,1,1
4776,50.25,10.75,0,1
4777,50.25,11.0,1,1
4778,50.25,11.25,1,1
4779,50.25,11.5,1,1
4780,50.25,11.75,1,1
4781,50.25,12.0,1,1
4782,50.25,12.25,1,1
4783,50.25,12.5,1,1
4784,50.25,12.75,1,1
4785,50.25,13.0,1,1
4786,50.25,13.25,1,1
4787,50.25,13.5,1,1
4788,50.25,13.75,1,1
4789,50.25,14.0,0,1
4790,50.25,14.25,0,1
4791,50.25,14.5,0,1
4792,50.25,14.75,0,1
4793,50.25,15.0,0,1
4794,50.25,15.25,0,1
4795,50.25,15.5,0,1
4796,50.25,15.75,0,1
4797,50.25,16.0,0,1
4798,50.25,16.25,1,1
4799,50.25,16.5,1,1
4800,50.25,16.75,1,1
4801,50.25,17.0,1,4
4802,50.25,17.25,1,4
4803,50.25,17.5,4,4
4804,50.25,17.75,4,4
4805,50.25,18.0,4,4
4806,50.25,18.25,4,4
4807,50.25,18.5,4,4
4808,50.25,18.75,4,4
4809,50.25,19.0,4,4
4810,50.25,19.25,4,4
4811,50.25,19.5,4,4
4812,50.25,19.75,4,4
4813,50.25,20.0,4,4
4814,50.25,20.25,4,4
4815,50.25,20.5,4,4
4816,50.25,20.75,4,4
4817,50.25,21.0,4,4
4818,50.25,21.25,4,4
4819,50.25,21.5,4,4
4820,50.25,21.75,4,4
4821,50.25,22.0,4,4
4822,50.25,22.25,4,4
4823,50.25,22.5,4,4
4824,50.25,22.75,4,4
4825,50.25,23.0,4,4
4826,50.25,23.25,4,4
4827,50.25,23.5,4,4
4828,50.0,1.25,3,3
4829,50.0,1.5,3,3
4830,50.0,1.75,3,3
4831,50.0,2.0,3,3
4832,50.0,2.25,3,3
4833,50.0,2.5,3,3
4834,50.0,2.75,3,3
4835,50.0,3.0,3,3
4836,50.0,3.25,3,3
4837,50.0,3.5,3,3
4838,50.0,3.75,3,3
4839,50.0,4.0,3,3
4840,50.0,4.25,3,3
4841,50.0,4.5,3,3
4842,50.0,4.75,3,3
4843,50.0,5.0,1,3
4844,50.0,5.25,1,3
4845,50.0,5.5,1,3
4846,50.0,5.75,1,3
4847,50.0,6.0,1,3
4848,50.0,6.25,1,3
4849,50.0,6.5,3,1
4850,50.0,6.75,1,1
4851,50.0,7.0,3,1
4852,50.0,7.25,1,1
4853,50.0,7.5,1,1
4854,50.0,7.75,1,1
4855,50.0,8.0,3,1
4856,50.0,8.25,0,0
4857,50.0,8.5,0,0
4858,50.0,8.75,0,0
4859,50.0,9.0,0,0
4860,50.0,9.25,0,1
4861,50.0,9.5,1,1
4862,50.0,9.75,0,1
4863,50.0,10.0,1,1
4864,50.0,10.25,0,1
4865,50.0,10.5,0,1
4866,50.0,10.75,0,1
4867,50.0,11.0,1,1
4868,50.0,11.25,1,1
4869,50.0,11.5,1,1
4870,50.0,11.75,1,1
4871,50.0,12.0,1,1
4872,50.0,12.25,1,1
4873,50.0,12.5,1,1
4874,50.0,12.75,1,1
4875,50.0,13.0,1,1
4876,50.0,13.25,1,1
4877,50.0,13.5,1,1
4878,50.0,13.75,1,1
4879,50.0,14.0,0,1
4880,50.0,14.25,1,1
4881,50.0,14.5,0,1
4882,50.0,14.75,1,1
4883,50.0,15.0,0,1
4884,50.0,15.25,0,1
4885,50.0,15.5,0,1
4886,50.0,15.75,0,1
4887,50.0,16.0,4,1
4888,50.0,16.25,4,1
4889,50.0,16.5,1,1
4890,50.0,16.75,1,1
4891,50.0,17.0,1,4
4892,50.0,17.25,1,4
4893,50.0,17.5,1,4
4894,50.0,17.75,4,4
4895,50.0,18.0,4,4
4896,50.0,18.25,4,4
4897,50.0,18.5,4,4
4898,50.0,18.75,4,4
4899,50.0,19.0,4,4
4900,50.0,19.25,4,4
4901,50.0,19.5,4,4
4902,50.0,19.75,4,4
4903,50.0,20.0,4,4
4904,50.0,20.25,4,4
4905,50.0,20.5,4,4
4906,50.0,20.75,4,4
4907,50.0,21.0,4,4
4908,50.0,21.25,4,4
4909,50.0,21.5,4,4
4910,50.0,21.75,4,4
4911,50.0,22.0,4,4
4912,50.0,22.25,4,4
4913,50.0,22.5,4,4
4914,50.0,22.75,4,4
4915,50.0,23.0,4,4
4916,49.75,0.5,3,3
4917,49.75,0.75,3,3
4918,49.75,1.0,3,3
4919,49.75,1.25,3,3
4920,49.75,1.5,3,3
4921,49.75,1.75,3,3
4922,49.75,2.0,3,3
4923,49.75,2.25,3,3
4924,49.75,2.5,3,3
4925,49.75,2.75,3,3
4926,49.75,3.0,3,3
4927,49.75,3.25,3,3
4928,49.75,3.5,3,3
4929,49.75,3.75,3,3
4930,49.75,4.0,3,3
4931,49.75,4.25,3,3
4932,49.75,4.5,3,3
4933,49.75,4.75,3,3
4934,49.75,5.0,3,3
4935,49.75,5.25,3,3
4936,49.75,5.5,1,3
4937,49.75,5.75,3,3
4938,49.75,6.0,3,3
4939,49.75,6.25,1,3
4940,49.75,6.5,3,1
4941,49.75,6.75,3,1
4942,49.75,7.0,1,1
4943,49.75,7.25,1,1
4944,49.75,7.5,1,1
4945,49.75,7.75,1,1
4946,49.75,8.0,3,1
4947,49.75,8.25,3,0
4948,49.75,8.5,0,0
4949,49.75,8.75,0,0
4950,49.75,9.0,0,0
4951,49.75,9.25,1,1
4952,49.75,9.5,1,1
4953,49.75,9.75,1,1
4954,49.75,10.0,1,1
4955,49.75,10.25,1,1
4956,49.75,10.5,1,1
4957,49.75,10.75,1,1
4958,49.75,11.0,1,1
4959,49.75,11.25,1,1
4960,49.75,11.5,1,1
4961,49.75,11.75,1,1
4962,49.75,12.0,1,1
4963,49.75,12.25,1,1
4964,49.75,12.5,1,1
4965,49.75,12.75,1,1
4966,49.75,13.0,1,1
4967,49.75,13.25,1,1
4968,49.75,13.5,1,1
4969,49.75,13.75,1,1
4970,49.75,14.0,1,1
4971,49.75,14.25,1,1
4972,49.75,14.5,1,1
4973,49.75,14.75,1,1
4974,49.75,15.0,1,1
4975,49.75,15.25,1,1
4976,49.75,15.5,1,1
4977,49.75,15.75,1,1
4978,49.75,16.0,1,1
4979,49.75,16.25,1,1
4980,49.75,16.5,1,1
4981,49.75,16.75,1,1
4982,49.75,17.0,4,4
4983,49.75,17.25,4,4
4984,49.75,17.5,4,4
4985,49.75,17.75,4,4
4986,49.75,18.0,4,4
4987,49.75,18.25,4,4
4988,49.75,18.5,4,4
4989,49.75,18.75,4,4
4990,49.75,19.0,1,4
4991,49.75,19.25,1,4
4992,49.75,19.5,1,4
4993,49.75,19.75,4,4
4994,49.75,20.0,4,4
4995,49.75,20.25,4,4
4996,49.75,20.5,4,4
4997,49.75,20.75,4,4
4998,49.75,21.0,4,4
4999,49.75,21.25,4,4
5000,49.75,21.5,4,4
5001,49.75,21.75,4,4
5002,49.75,22.0,4,4
5003,49.75,22.25,4,4
5004,49.75,22.5,4,4
5005,49.75,22.75,4,4
5006,49.5,-1.75,6,3
5007,49.5,-1.5,6,3
5008,49.5,-1.25,3,3
5009,49.5,0.25,3,3
5010,49.5,0.5,3,3
5011,49.5,0.75,3,3
5012,49.5,1.0,3,3
5013,49.5,1.25,3,3
5014,49.5,1.5,3,3
5015,49.5,1.75,3,3
5016,49.5,2.0,3,3
5017,49.5,2.25,3,3
5018,49.5,2.5,3,3
5019,49.5,2.75,3,3
5020,49.5,3.0,3,3
5021,49.5,3.25,3,3
5022,49.5,3.5,3,3
5023,49.5,3.75,3,3
5024,49.5,4.0,3,3
5025,49.5,4.25,3,3
5026,49.5,4.5,3,3
5027,49.5,4.75,3,3
5028,49.5,5.0,3,3
5029,49.5,5.25,3,3
5030,49.5,5.5,3,3
5031,49.5,5.75,3,3
5032,49.5,6.0,3,3
5033,49.5,6.25,3,3
5034,49.5,6.5,1,3
5035,49.5,6.75,1,3
5036,49.5,7.0,1,1
5037,49.5,7.25,1,1
5038,49.5,7.5,1,1
5039,49.5,7.75,3,1
5040,49.5,8.0,1,1
5041,49.5,8.25,0,1
5042,49.5,8.5,0,1
5043,49.5,8.75,1,1
5044,49.5,9.0,1,1
5045,49.5,9.25,1,1
5046,49.5,9.5,1,1
5047,49.5,9.75,0,1
5048,49.5,10.0,1,1
5049,49.5,10.25,1,1
5050,49.5,10.5,1,1
5051,49.5,10.75,1,1
5052,49.5,11.0,1,1
5053,49.5,11.25,1,1
5054,49.5,11.5,1,1
5055,49.5,11.75,1,1
5056,49.5,12.0,1,1
5057,49.5,12.25,1,1
5058,49.5,12.5,1,1
5059,49.5,12.75,1,1
5060,49.5,13.0,1,1
5061,49.5,13.25,1,1
5062,49.5,13.5,1,1
5063,49.5,13.75,1,1
5064,49.5,14.0,1,1
5065,49.5,14.25,1,1
5066,49.5,14.5,1,1
5067,49.5,14.75,1,1
5068,49.5,15.0,1,1
5069,49.5,15.25,1,1
5070,49.5,15.5,1,1
5071,49.5,15.75,1,1
5072,49.5,16.0,1,1
5073,49.5,16.25,1,1
5074,49.5,16.5,1,4
5075,49.5,16.75,1,4
5076,49.5,17.0,4,4
5077,49.5,17.25,4,4
5078,49.5,17.5,4,4
5079,49.5,17.75,4,4
5080,49.5,18.0,4,4
5081,49.5,18.25,1,4
5082,49.5,18.5,1,4
5083,49.5,18.75,4,4
5084,49.5,19.0,1,4
5085,49.5,19.25,1,4
5086,49.5,19.5,1,4
5087,49.5,19.75,5,4
5088,49.5,20.0,4,4
5089,49.5,20.25,5,4
5090,49.5,20.5,4,4
5091,49.5,20.75,4,4
5092,49.5,21.0,4,4
5093,49.5,21.25,4,4
5094,49.5,21.5,4,4
5095,49.5,21.75,4,4
5096,49.5,22.0,4,4
5097,49.5,22.25,4,4
5098,49.5,22.5,4,4
5099,49.25,-1.5,3,3
5100,49.25,-1.25,3,3
5101,49.25,-1.0,3,3
5102,49.25,-0.75,3,3
5103,49.25,-0.5,3,3
5104,49.25,-0.25,3,3
5105,49.25,0.0,3,3
5106,49.25,0.25,3,3
5107,49.25,0.5,3,3
5108,49.25,0.75,3,3
5109,49.25,1.0,3,3
5110,49.25,1.25,3,3
5111,49.25,1.5,3,3
5112,49.25,1.75,3,3
5113,49.25,2.0,3,3
5114,49.25,2.25,3,3
5115,49.25,2.5,3,3
5116,49.25,2.75,3,3
5117,49.25,3.0,3,3
5118,49.25,3.25,3,3
5119,49.25,3.5,3,3
5120,49.25,3.75,3,3
5121,49.25,4.0,3,3
5122,49.25,4.25,3,3
5123,49.25,4.5,3,3
5124,49.25,4.75,3,3
5125,49.25,5.0,3,3
5126,49.25,5.25,3,3
5127,49.25,5.5,3,3
5128,49.25,5.75,3,3
5129,49.25,6.0,3,3
5130,49.25,6.25,3,3
5131,49.25,6.5,3,3
5132,49.25,6.75,3,3
5133,49.25,7.0,3,3
5134,49.25,7.25,3,3
5135,49.25,7.5,3,3
5136,49.25,7.75,1,3
5137,49.25,8.0,1,1
5138,49.25,8.25,0,1
5139,49.25,8.5,0,1
5140,49.25,8.75,0,1
5141,49.25,9.0,1,1
5142,49.25,9.25,0,1
5143,49.25,9.5,1,1
5144,49.25,9.75,1,1
5145,49.25,10.0,1,1
5146,49.25,10.25,1,1
5147,49.25,10.5,1,1
5148,49.25,10.75,1,1
5149,49.25,11.0,1,1
5150,49.25,11.25,1,1
5151,49.25,11.5,1,1
5152,49.25,11.75,1,1
5153,49.25,12.0,1,1
5154,49.25,12.25,1,1
5155,49.25,12.5,1,1
5156,49.25,12.75,1,1
5157,49.25,13.0,1,1
5158,49.25,13.25,1,1
5159,49.25,13.5,1,1
5160,49.25,13.75,1,1
5161,49.25,14.0,1,1
5162,49.25,14.25,1,1
5163,49.25,14.5,1,1
5164,49.25,14.75,1,1
5165,49.25,15.0,1,1
5166,49.25,15.25,1,1
5167,49.25,15.5,1,1
5168,49.25,15.75,1,1
5169,49.25,16.0,1,1
5170,49.25,16.25,4,4
5171,49.25,16.5,4,4
5172,49.25,16.75,4,4
5173,49.25,17.0,4,4
5174,49.25,17.25,4,4
5175,49.25,17.5,4,4
5176,49.25,17.75,4,4
5177,49.25,18.0,4,4
5178,49.25,18.25,5,4
5179,49.25,18.5,4,4
5180,49.25,18.75,4,4
5181,49.25,19.0,4,4
5182,49.25,19.25,5,4
5183,49.25,19.5,5,4
5184,49.25,19.75,5,4
5185,49.25,20.0,7,4
5186,49.25,20.25,5,4
5187,49.25,20.5,4,4
5188,49.25,20.75,4,4
5189,49.25,21.0,5,4
5190,49.25,21.25,4,4
5191,49.25,21.5,4,4
5192,49.25,21.75,8,4
5193,49.25,22.0,4,4
5194,49.25,22.25,5,4
5195,49.25,22.5,4,4
5196,49.0,-1.5,3,3
5197,49.0,-1.25,3,3
5198,49.0,-1.0,3,3
5199,49.0,-0.75,3,3
5200,49.0,-0.5,3,3
5201,49.0,-0.25,3,3
5202,49.0,0.0,3,3
5203,49.0,0.25,3,3
5204,49.0,0.5,3,3
5205,49.0,0.75,3,3
5206,49.0,1.0,3,3
5207,49.0,1.25,3,3
5208,49.0,1.5,3,3
5209,49.0,1.75,3,3
5210,49.0,2.0,3,3
5211,49.0,2.25,3,3
5212,49.0,2.5,3,3
5213,49.0,2.75,3,3
5214,49.0,3.0,3,3
5215,49.0,3.25,3,3
5216,49.0,3.5,3,3
5217,49.0,3.75,3,3
5218,49.0,4.0,3,3
5219,49.0,4.25,3,3
5220,49.0,4.5,3,3
5221,49.0,4.75,3,3
5222,49.0,5.0,3,3
5223,49.0,5.25,3,3
5224,49.0,5.5,3,3
5225,49.0,5.75,3,3
5226,49.0,6.0,1,3
5227,49.0,6.25,3,3
5228,49.0,6.5,3,3
5229,49.0,6.75,3,3
5230,49.0,7.0,3,3
5231,49.0,7.25,3,3
5232,49.0,7.5,3,3
5233,49.0,7.75,1,3
5234,49.0,8.0,3,1
5235,49.0,8.25,0,1
5236,49.0,8.5,3,1
5237,49.0,8.75,1,1
5238,49.0,9.0,1,1
5239,49.0,9.25,1,1
5240,49.0,9.5,1,1
5241,49.0,9.75,1,1
5242,49.0,10.0,1,1
5243,49.0,10.25,1,1
5244,49.0,10.5,1,1
5245,49.0,10.75,1,1
5246,49.0,11.0,1,1
5247,49.0,11.25,1,1
5248,49.0,11.5,1,1
5249,49.0,11.75,1,1
5250,49.0,12.0,1,1
5251,49.0,12.25,1,1
5252,49.0,12.5,1,1
5253,49.0,12.75,1,1
5254,49.0,13.0,1,1
5255,49.0,13.25,1,1
5256,49.0,13.5,1,1
5257,49.0,13.75,1,1
5258,49.0,14.0,1,1
5259,49.0,14.25,1,1
5260,49.0,14.5,13,1
5261,49.0,14.75,1,1
5262,49.0,15.0,1,1
5263,49.0,15.25,1,1
5264,49.0,15.5,1,1
5265,49.0,15.75,1,1
5266,49.0,16.0,4,1
5267,49.0,16.25,4,4
5268,49.0,16.5,4,4
5269,49.0,16.75,4,4
5270,49.0,17.0,4,4
5271,49.0,17.25,4,4
5272,49.0,17.5,4,4
5273,49.0,17.75,4,4
5274,49.0,18.0,4,4
5275,49.0,18.25,4,4
5276,49.0,18.5,4,4
5277,49.0,18.75,5,4
5278,49.0,19.0,4,4
5279,49.0,19.25,5,4
5280,49.0,19.5,5,5
5281,49.0,19.75,5,5
5282,49.0,20.0,5,5
5283,49.0,20.25,5,4
5284,49.0,20.5,4,4
5285,49.0,20.75,4,4
5286,49.0,21.0,4,4
5287,49.0,21.25,4,4
5288,49.0,21.5,8,4
5289,49.0,21.75,8,4
5290,49.0,22.0,8,4
5291,49.0,22.25,4,4
5292,48.75,-3.5,3,3
5293,48.75,-3.25,3,3
5294,48.75,-3.0,3,3
5295,48.75,-1.5,3,3
5296,48.75,-1.25,3,3
5297,48.75,-1.0,3,3
5298,48.75,-0.75,3,3
5299,48.75,-0.5,3,3
5300,48.75,-0.25,3,3
5301,48.75,0.0,3,3
5302,48.75,0.25,3,3
5303,48.75,0.5,3,3
5304,48.75,0.75,3,3
5305,48.75,1.0,3,3
5306,48.75,1.25,3,3
5307,48.75,1.5,3,3
5308,48.75,1.75,3,3
5309,48.75,2.0,3,3
5310,48.75,2.25,3,3
5311,48.75,2.5,3,3
5312,48.75,2.75,3,3
5313,48.75,3.0,3,3
5314,48.75,3.25,3,3
5315,48.75,3.5,3,3
5316,48.75,3.75,3,3
5317,48.75,4.0,3,3
5318,48.75,4.25,3,3
5319,48.75,4.5,3,3
5320,48.75,4.75,3,3
5321,48.75,5.0,3,3
5322,48.75,5.25,3,3
5323,48.75,5.5,3,3
5324,48.75,5.75,1,3
5325,48.75,6.0,3,3
5326,48.75,6.25,3,3
5327,48.75,6.5,3,3
5328,48.75,6.75,3,3
5329,48.75,7.0,3,3
5330,48.75,7.25,1,3
5331,48.75,7.5,3,3
5332,48.75,7.75,3,3
5333,48.75,8.0,3,1
5334,48.75,8.25,3,1
5335,48.75,8.5,1,1
5336,48.75,8.75,1,1
5337,48.75,9.0,1,1
5338,48.75,9.25,1,1
5339,48.75,9.5,1,1
5340,48.75,9.75,1,1
5341,48.75,10.0,1,1
5342,48.75,10.25,1,1
5343,48.75,10.5,1,1
5344,48.75,10.75,1,1
5345,48.75,11.0,1,1
5346,48.75,11.25,1,1
5347,48.75,11.5,1,1
5348,48.75,11.75,1,1
5349,48.75,12.0,1,1
5350,48.75,12.25,1,1
5351,48.75,12.5,1,1
5352,48.75,12.75,1,1
5353,48.75,13.0,1,1
5354,48.75,13.25,1,1
5355,48.75,13.5,1,1
5356,48.75,13.75,1,1
5357,48.75,14.0,1,1
5358,48.75,14.25,1,1
5359,48.75,14.5,1,1
5360,48.75,14.75,1,1
5361,48.75,15.0,1,1
5362,48.75,15.25,1,1
5363,48.75,15.5,1,1
5364,48.75,15.75,1,1
5365,48.75,16.0,4,1
5366,48.75,16.25,4,4
5367,48.75,16.5,4,4
5368,48.75,16.75,4,4
5369,48.75,17.0,4,4
5370,48.75,17.25,4,4
5371,48.75,17.5,4,4
5372,48.75,17.75,4,4
5373,48.75,18.0,5,4
5374,48.75,18.25,4,4
5375,48.75,18.5,4,4
5376,48.75,18.75,4,4
5377,48.75,19.0,5,4
5378,48.75,19.25,4,4
5379,48.75,19.5,5,4
5380,48.75,19.75,5,4
5381,48.75,20.0,5,5
5382,48.75,20.25,5,4
5383,48.75,20.5,4,8
5384,48.75,20.75,5,8
5385,48.75,21.0,4,8
5386,48.75,21.25,4,8
5387,48.75,21.5,4,8
5388,48.75,21.75,8,4
5389,48.75,22.0,8,4
5390,48.75,22.25,8,4
5391,48.5,-4.5,3,3
5392,48.5,-4.25,6,3
5393,48.5,-4.0,3,3
5394,48.5,-3.75,3,3
5395,48.5,-3.5,3,3
5396,48.5,-3.25,3,3
5397,48.5,-3.0,3,3
5398,48.5,-2.75,3,3
5399,48.5,-2.5,3,3
5400,48.5,-2.25,3,3
5401,48.5,-2.0,3,3
5402,48.5,-1.75,3,3
5403,48.5,-1.5,3,3
5404,48.5,-1.25,3,3
5405,48.5,-1.0,3,3
5406,48.5,-0.75,3,3
5407,48.5,-0.5,3,3
5408,48.5,-0.25,3,3
5409,48.5,0.0,3,3
5410,48.5,0.25,3,3
5411,48.5,0.5,3,3
5412,48.5,0.75,3,3
5413,48.5,1.0,3,3
5414,48.5,1.25,3,3
5415,48.5,1.5,3,3
5416,48.5,1.75,3,3
5417,48.5,2.0,3,3
5418,48.5,2.25,3,3
5419,48.5,2.5,3,3
5420,48.5,2.75,3,3
5421,48.5,3.0,3,3
5422,48.5,3.25,3,3
5423,48.5,3.5,3,3
5424,48.5,3.75,3,3
5425,48.5,4.0,3,3
5426,48.5,4.25,3,3
5427,48.5,4.5,3,3
5428,48.5,4.75,3,3
5429,48.5,5.0,3,3
5430,48.5,5.25,3,3
5431,48.5,5.5,3,3
5432,48.5,5.75,1,3
5433,48.5,6.0,3,3
5434,48.5,6.25,3,3
5435,48.5,6.5,3,3
5436,48.5,6.75,3,3
5437,48.5,7.0,1,3
5438,48.5,7.25,1,3
5439,48.5,7.5,3,3
5440,48.5,7.75,3,1
5441,48.5,8.0,3,1
5442,48.5,8.25,1,1
5443,48.5,8.5,1,1
5444,48.5,8.75,1,1
5445,48.5,9.0,1,1
5446,48.5,9.25,1,1
5447,48.5,9.5,1,1
5448,48.5,9.75,1,1
5449,48.5,10.0,1,1
5450,48.5,10.25,1,1
5451,48.5,10.5,1,1
5452,48.5,10.75,1,1
5453,48.5,11.0,1,1
5454,48.5,11.25,1,1
5455,48.5,11.5,1,1
5456,48.5,11.75,1,1
5457,48.5,12.0,1,1
5458,48.5,12.25,1,1
5459,48.5,12.5,1,1
5460,48.5,12.75,1,1
5461,48.5,13.0,1,1
5462,48.5,13.25,1,1
5463,48.5,13.5,1,1
5464,48.5,13.75,1,1
5465,48.5,14.0,1,1
5466,48.5,14.25,1,1
5467,48.5,14.5,1,1
5468,48.5,14.75,1,1
5469,48.5,15.0,1,1
5470,48.5,15.25,1,1
5471,48.5,15.5,1,1
5472,48.5,15.75,4,1
5473,48.5,16.0,4,4
5474,48.5,16.25,4,4
5475,48.5,16.5,4,4
5476,48.5,16.75,4,4
5477,48.5,17.0,4,4
5478,48.5,17.25,4,4
5479,48.5,17.5,4,4
5480,48.5,17.75,4,4
5481,48.5,18.0,4,4
5482,48.5,18.25,4,4
5483,48.5,18.5,4,4
5484,48.5,18.75,4,4
5485,48.5,19.0,4,4
5486,48.5,19.25,5,4
5487,48.5,19.5,4,4
5488,48.5,19.75,8,4
5489,48.5,20.0,8,4
5490,48.5,20.25,8,8
5491,48.5,20.5,8,8
5492,48.5,20.75,8,8
5493,48.5,21.0,8,8
5494,48.5,21.25,8,8
5495,48.5,21.5,8,8
5496,48.5,21.75,8,8
5497,48.5,22.0,8,8
5498,48.25,-4.5,3,3
5499,48.25,-4.25,3,3
5500,48.25,-4.0,6,3
5501,48.25,-3.75,3,3
5502,48.25,-3.5,3,3
5503,48.25,-3.25,3,3
5504,48.25,-3.0,3,3
5505,48.25,-2.75,3,3
5506,48.25,-2.5,3,3
5507,48.25,-2.25,3,3
5508,48.25,-2.0,3,3
5509,48.25,-1.75,3,3
5510,48.25,-1.5,3,3
5511,48.25,-1.25,3,3
5512,48.25,-1.0,3,3
5513,48.25,-0.75,3,3
5514,48.25,-0.5,3,3
5515,48.25,-0.25,3,3
5516,48.25,0.0,3,3
5517,48.25,0.25,3,3
5518,48.25,0.5,3,3
5519,48.25,0.75,3,3
5520,48.25,1.0,3,3
5521,48.25,1.25,3,3
5522,48.25,1.5,3,3
5523,48.25,1.75,3,3
5524,48.25,2.0,3,3
5525,48.25,2.25,3,3
5526,48.25,2.5,3,3
5527,48.25,2.75,3,3
5528,48.25,3.0,3,3
5529,48.25,3.25,3,3
5530,48.25,3.5,3,3
5531,48.25,3.75,3,3
5532,48.25,4.0,3,3
5533,48.25,4.25,3,3
5534,48.25,4.5,3,3
5535,48.25,4.75,3,3
5536,48.25,5.0,3,3
5537,48.25,5.25,1,3
5538,48.25,5.5,1,3
5539,48.25,5.75,1,3
5540,48.25,6.0,1,3
5541,48.25,6.25,1,3
5542,48.25,6.5,1,1
5543,48.25,6.75,1,3
5544,48.25,7.0,1,3
5545,48.25,7.25,1,1
5546,48.25,7.5,3,1
5547,48.25,7.75,3,1
5548,48.25,8.0,1,1
5549,48.25,8.25,1,1
5550,48.25,8.5,1,1
5551,48.25,8.75,1,1
5552,48.25,9.0,1,1
5553,48.25,9.25,1,1
5554,48.25,9.5,1,1
5555,48.25,9.75,1,1
5556,48.25,10.0,1,1
5557,48.25,10.25,1,1
5558,48.25,10.5,1,1
5559,48.25,10.75,1,1
5560,48.25,11.0,1,1
5561,48.25,11.25,1,1
5562,48.25,11.5,1,1
5563,48.25,11.75,1,1
5564,48.25,12.0,1,1
5565,48.25,12.25,1,1
5566,48.25,12.5,1,1
5567,48.25,12.75,1,1
5568,48.25,13.0,1,1
5569,48.25,13.25,1,1
5570,48.25,13.5,1,1
5571,48.25,13.75,1,1
5572,48.25,14.0,1,1
5573,48.25,14.25,1,1
5574,48.25,14.5,1,1
5575,48.25,14.75,1,1
5576,48.25,15.0,1,1
5577,48.25,15.25,1,1
5578,48.25,15.5,1,1
5579,48.25,15.75,4,1
5580,48.25,16.0,4,4
5581,48.25,16.25,13,4
5582,48.25,16.5,4,4
5583,48.25,16.75,4,4
5584,48.25,17.0,4,4
5585,48.25,17.25,4,4
5586,48.25,17.5,4,4
5587,48.25,17.75,4,4
5588,48.25,18.0,4,4
5589,48.25,18.25,4,4
5590,48.25,18.5,4,4
5591,48.25,18.75,4,4
5592,48.25,19.0,4,4
5593,48.25,19.25,4,4
5594,48.25,19.5,4,4
5595,48.25,19.75,8,4
5596,48.25,20.0,8,4
5597,48.25,20.25,8,8
5598,48.25,20.5,8,8
5599,48.25,20.75,8,8
5600,48.25,21.0,8,8
5601,48.25,21.25,8,8
5602,48.25,21.5,8,8
5603,48.25,21.75,8,8
5604,48.25,22.0,4,8
5605,48.25,22.25,8,8
5606,48.0,-4.5,3,3
5607,48.0,-4.25,3,3
5608,48.0,-4.0,3,3
5609,48.0,-3.75,3,3
